Mod:Item:MetaData, Localized Name
appliedenergistics2:item.ItemFacade:0, Cable Facade - Electrical Steel Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Confusing Charge
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ender Charge
appliedenergistics2:item.ItemFacade:0, Cable Facade - Concussion Charge
appliedenergistics2:item.ItemFacade:0, Cable Facade - Coal Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Angel Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block Update Detector
appliedenergistics2:item.ItemFacade:0, Cable Facade - Edged Stone Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ender-infused Obsidian
appliedenergistics2:item.ItemFacade:0, Cable Facade - Burnt Quartz
appliedenergistics2:item.ItemFacade:0, Cable Facade - Frosted Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Border Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Unstable Ingot Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gravel Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Border Stone (Alternate)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Magical Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sandy Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gravel Road
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ender Core
appliedenergistics2:item.ItemFacade:0, Cable Facade - Diamond-Etched Computational Matrix
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ender-Sand Alloy
appliedenergistics2:item.ItemFacade:0, Cable Facade - Carved 'Eminence' Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.extrautils:pureLove.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Bedrockium
appliedenergistics2:item.ItemFacade:0, Cable Facade - Compressed Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Double Compressed Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Triple Compressed Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Quadruple Compressed Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Quintuple Compressed Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sextuple Compressed Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Septuple Compressed Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Octuple Compressed Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Compressed Dirt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Double Compressed Dirt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Triple Compressed Dirt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Quadruple Compressed Dirt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Compressed Gravel
appliedenergistics2:item.ItemFacade:0, Cable Facade - Double Compressed Gravel
appliedenergistics2:item.ItemFacade:0, Cable Facade - Compressed Sand
appliedenergistics2:item.ItemFacade:0, Cable Facade - Double Compressed Sand
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Albus (White)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Aurantiacus (Orange)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Purpura Amethystinus (Magenta)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Caesicius (Light Blue)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Flavus (Yellow)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Viridis (Green)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Roseus (Pink)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Cinereus (Gray)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Lux Cinereus (Light Gray)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Callainus (Cyan)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Purpura (Purple)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Caeruleus (Blue)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Fuscus (Brown)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Paphiae Myrti (Dark Green)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Rufus (Red)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Nox (Black)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Redstone Clock
appliedenergistics2:item.ItemFacade:0, Cable Facade - Hambone
appliedenergistics2:item.ItemFacade:0, Cable Facade - SDX
appliedenergistics2:item.ItemFacade:0, Cable Facade - SDX
appliedenergistics2:item.ItemFacade:0, Cable Facade - Congealed Blue Slime
appliedenergistics2:item.ItemFacade:0, Cable Facade - Congealed Green Slime
appliedenergistics2:item.ItemFacade:0, Cable Facade - Congealed Purple Slime
appliedenergistics2:item.ItemFacade:0, Cable Facade - Obsidian Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sandstone Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Netherrack Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Polished Stone Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Iron Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gold Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Diamond Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Redstone Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bone Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Slime Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Slime Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Endstone Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Obsidian Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Obsidian Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Sandstone Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Netherrack Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Polished Stone Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Iron Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Gold Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Lapis Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Diamond Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Redstone Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Bone Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Slime Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Slime Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Endstone Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Obsidian Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Stone Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Stone Road
appliedenergistics2:item.ItemFacade:0, Cable Facade - Alumite Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ardite Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cobalt Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Manyullyn Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Alumite Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Ardite Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Cobalt Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Manyullyn Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cobalt Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ardite Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Copper Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tin Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Aluminum Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Iron Gravel Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gold Gravel Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Copper Gravel Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tin Gravel Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Aluminum Gravel Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cobalt Gravel Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Cobalt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Ardite
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Manyullyn
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Copper
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Bronze
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Tin
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Aluminum
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Aluminum Brass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Alumite
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Steel
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Solid Ender
appliedenergistics2:item.ItemFacade:0, Cable Facade - Slimy Mud
appliedenergistics2:item.ItemFacade:0, Cable Facade - Grout
appliedenergistics2:item.ItemFacade:0, Cable Facade - Slimy Mud
appliedenergistics2:item.ItemFacade:0, Cable Facade - Graveyard Soil
appliedenergistics2:item.ItemFacade:0, Cable Facade - Consecrated Soil
appliedenergistics2:item.ItemFacade:0, Cable Facade - Blue Slimedirt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Slime Soil
appliedenergistics2:item.ItemFacade:0, Cable Facade - Glue Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Rough Brownstone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Brownstone Road
appliedenergistics2:item.ItemFacade:0, Cable Facade - Brownstone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Brownstone Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Brownstone Road
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Brownstone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chiseled Brownstone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fairy Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Pokefennium Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - RedAurum Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tin Decoration Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tin Decoration Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Copper Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tin Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Aluminum Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Silicon Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Copper Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tin Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Aluminum Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Solid Meteoric Iron
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.slabGCDouble.tinSlab.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.slabGCDouble.tinSlab.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.slabGCDouble.moonSlab.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.slabGCDouble.moonBricksSlab.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.slabGCDouble.marsSlab.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.slabGCDouble.marsBricksSlab.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - Asteroid Rock
appliedenergistics2:item.ItemFacade:0, Cable Facade - Asteroid Rock
appliedenergistics2:item.ItemFacade:0, Cable Facade - Asteroid Rock
appliedenergistics2:item.ItemFacade:0, Cable Facade - Aluminum Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ilmenite Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Iron Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - ULV Machine Casing
appliedenergistics2:item.ItemFacade:0, Cable Facade - LV Machine Casing
appliedenergistics2:item.ItemFacade:0, Cable Facade - MV Machine Casing
appliedenergistics2:item.ItemFacade:0, Cable Facade - HV Machine Casing
appliedenergistics2:item.ItemFacade:0, Cable Facade - EV Machine Casing
appliedenergistics2:item.ItemFacade:0, Cable Facade - IV Machine Casing
appliedenergistics2:item.ItemFacade:0, Cable Facade - LuV Machine Casing
appliedenergistics2:item.ItemFacade:0, Cable Facade - ZPM Machine Casing
appliedenergistics2:item.ItemFacade:0, Cable Facade - UV Machine Casing
appliedenergistics2:item.ItemFacade:0, Cable Facade - MAX Machine Casing
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bronze Plated Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Heat Proof Machine Casing
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cupronickel Coil Block (Deprecated)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Kanthal Coil Block (Deprecated)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Nichrome Coil Block (Deprecated)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Superconducting Coil Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Solid Steel Machine Casing
appliedenergistics2:item.ItemFacade:0, Cable Facade - Frost Proof Machine Casing
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bronze Gear Box Casing
appliedenergistics2:item.ItemFacade:0, Cable Facade - Steel Gear Box Casing
appliedenergistics2:item.ItemFacade:0, Cable Facade - Titanium Gear Box Casing
appliedenergistics2:item.ItemFacade:0, Cable Facade - Assembling Line Casing
appliedenergistics2:item.ItemFacade:0, Cable Facade - Processor Machine Casing
appliedenergistics2:item.ItemFacade:0, Cable Facade - Data Drive Machine Casing
appliedenergistics2:item.ItemFacade:0, Cable Facade - Containment Field Machine Casing
appliedenergistics2:item.ItemFacade:0, Cable Facade - Assembler Machine Casing
appliedenergistics2:item.ItemFacade:0, Cable Facade - Pump Machine Casing
appliedenergistics2:item.ItemFacade:0, Cable Facade - Motor Machine Casing
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bronze Pipe Machine Casing
appliedenergistics2:item.ItemFacade:0, Cable Facade - Steel Pipe Machine Casing
appliedenergistics2:item.ItemFacade:0, Cable Facade - Titanium Pipe Machine Casing
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tungstensteel Pipe Machine Casing
appliedenergistics2:item.ItemFacade:0, Cable Facade - Yellow Stripes Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Yellow Stripes Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Radioactive Hazard Sign Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bio Hazard Sign Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Explosion Hazard Sign Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fire Hazard Sign Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Acid Hazard Sign Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Magic Hazard Sign Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Frost Hazard Sign Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Noise Hazard Sign Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Grate Casing
appliedenergistics2:item.ItemFacade:0, Cable Facade - Vent Casing
appliedenergistics2:item.ItemFacade:0, Cable Facade - Radiation Proof Casing
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bronze Firebox Casing
appliedenergistics2:item.ItemFacade:0, Cable Facade - Steel Firebox Casing
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tungstensteel Firebox Casing
appliedenergistics2:item.ItemFacade:0, Cable Facade - Robust Tungstensteel Casing
appliedenergistics2:item.ItemFacade:0, Cable Facade - Clean Stainless Steel Casing
appliedenergistics2:item.ItemFacade:0, Cable Facade - Stable Titanium Casing
appliedenergistics2:item.ItemFacade:0, Cable Facade - Titanium Firebox Casing
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fusion Casing
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fusion Coil
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fusion Casing MK II
appliedenergistics2:item.ItemFacade:0, Cable Facade - Turbine Casing
appliedenergistics2:item.ItemFacade:0, Cable Facade - Stainless Steel Turbine Casing
appliedenergistics2:item.ItemFacade:0, Cable Facade - Titanium Turbine Casing
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tungstensteel Turbine Casing
appliedenergistics2:item.ItemFacade:0, Cable Facade - Engine Intake Casing
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cupronickel Coil Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Kanthal Coil Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Nichrome Coil Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tungstensteel Coil Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - HSS-G Coil Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Naquadah Coil Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Naquadah Alloy Coil Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Black Granite
appliedenergistics2:item.ItemFacade:0, Cable Facade - Black Granite Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mossy Black Granite Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Black Granite Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cracked Black Granite Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mossy Black Granite Bricks
